Disaster Type,Severity,Area Size (sq km),Population Affected,Duration (days),Age 0-12,Age 12-60,Age 60+,Females,Baby Food (kg),Elder Medicine (units),Sanitary Items (units),Clothing Supply (sets)
Storm,2,3658,48045,21,6158.98106085668,30404.681670482558,11481.337268660762,22658.45658232881,5000.0,10000.0,8000.0,5000.0
Drought,4,4676,48877,3,5395.596328223995,32124.683910258675,11356.719761517328,22978.855757946003,3081.071652495853,10000.0,8000.0,5000.0
Storm,5,1759,15039,14,2222.1512445933936,8876.737699427576,3940.1110559790304,8248.875943870262,5000.0,10000.0,8000.0,5000.0
Drought,4,1587,42071,3,5094.576806175081,26561.779157171153,10414.644036653764,22390.620206961208,2983.6409489569014,10000.0,8000.0,5000.0
Storm,4,485,21900,4,3400.814604755275,12318.08906625855,6181.096328986176,11262.457500302608,2555.149442728236,10000.0,8000.0,5000.0
Storm,4,2832,37811,3,6526.940390573714,25690.20254764264,5593.8570617836485,17653.404640868997,3921.6868904983257,10000.0,8000.0,5000.0
Drought,4,697,20174,5,3794.0169284326143,12569.604471551636,3810.378600015749,9246.680445057582,4084.195763522048,10000.0,8000.0,5000.0
Earthquake,5,1920,49921,13,8217.108406927637,34915.527735934724,6788.363857137636,27355.622007855563,5000.0,10000.0,8000.0,5000.0
Drought,1,1949,24317,5,7166.012670410121,13796.690096751288,3354.2972328385913,11663.624201146638,5000.0,10000.0,8000.0,5000.0
Storm,4,1909,18988,21,2864.6131557227754,12605.20318625986,3518.183658017366,10215.20585021148,5000.0,10000.0,8000.0,4294.209120557243
Flood,5,1708,18199,2,3086.33714987677,10738.687493019921,4373.975357103309,9552.339050639523,1271.8542524574652,8959.526143854802,8000.0,5000.0
Earthquake,3,940,12676,20,3141.860012589733,6607.60261480364,2926.537372606628,6103.392070525799,5000.0,10000.0,8000.0,5000.0
Flood,3,451,22524,15,3627.763536383435,12219.920386676515,6676.316076940049,10210.555702216408,5000.0,10000.0,8000.0,5000.0
Earthquake,1,3948,29616,15,4503.331114734949,20181.49760587677,4931.17127938828,15313.64081494032,5000.0,10000.0,8000.0,5000.0
Drought,5,849,15137,3,2763.2930427399674,9997.547496096755,2376.1594611632772,7536.8183545195425,1498.146985545704,7016.4814931905,8000.0,5000.0
Storm,1,4188,15382,3,3857.688400225146,10167.215208275002,1357.096391499852,6949.597683824619,2528.858417653711,4255.8578057373525,8000.0,5000.0
Drought,3,3000,4593,24,1105.705938895487,2793.1856206460147,694.1084404584981,2111.188282160766,5000.0,10000.0,8000.0,1333.7134028012044
Earthquake,5,1772,11340,27,2790.1982616004507,7028.097216197758,1521.7045222017914,5176.133101596556,5000.0,10000.0,8000.0,3426.0606790752195
Drought,5,1095,31700,16,3389.8094910459045,19544.995334429324,8765.195174524772,17420.536926326455,5000.0,10000.0,8000.0,5000.0
Earthquake,4,2054,7468,29,795.5595839822107,5031.268529839983,1641.1718861778063,3408.9081720771005,5000.0,10000.0,8000.0,1677.7767055398758
Storm,4,536,42956,19,11963.446088660075,25287.16637953448,5705.387531805449,21938.01399434428,5000.0,10000.0,8000.0,5000.0
Earthquake,4,781,22009,12,4347.512902657081,13875.46074566726,3786.0263516756604,11996.073793636977,5000.0,10000.0,8000.0,5000.0
Storm,1,3803,26612,29,5175.998632686667,13548.960883061885,7887.040484251447,12348.03212840889,5000.0,10000.0,8000.0,5000.0
Drought,3,1465,30619,17,6225.287462077486,15343.216412898584,9050.496125023928,13802.016501568663,5000.0,10000.0,8000.0,5000.0
Flood,5,1978,17187,10,2727.5384808955973,11796.310235178362,2663.1512839260413,8416.499751374362,5000.0,10000.0,8000.0,5000.0
Earthquake,1,4502,22307,11,2430.809708380349,13163.793540491353,6712.396751128297,12111.422127361175,4989.698132019346,10000.0,8000.0,5000.0
Flood,5,1142,44399,29,7187.067860077933,29514.593853808252,7697.338286113816,24219.923164942204,5000.0,10000.0,8000.0,5000.0
Flood,1,1885,23477,18,2885.265255774651,13540.777091449398,7050.957652775953,11635.756452074926,5000.0,10000.0,8000.0,5000.0
Flood,4,3459,24406,15,6100.771551367279,14217.350801678274,4087.8776469544464,12559.562324717359,5000.0,10000.0,8000.0,5000.0
Earthquake,1,780,19639,6,2437.429347950415,13364.156100357328,3837.414551692258,8968.039065930307,2944.785613011767,10000.0,8000.0,5000.0
Earthquake,3,1866,48538,13,8730.712061916302,33104.22300002624,6703.064938057454,25764.08024104043,5000.0,10000.0,8000.0,5000.0
Flood,3,2668,36368,23,7582.977982956183,24451.97021103771,4333.051806006108,18512.350462612052,5000.0,10000.0,8000.0,5000.0
Flood,3,2051,49246,25,5194.6681169827,28493.481740270843,15557.850142746458,24750.11672441157,5000.0,10000.0,8000.0,5000.0
Flood,1,2616,44279,19,4653.260272173348,27858.773888475847,11766.965839350803,22745.68977145786,5000.0,10000.0,8000.0,5000.0
Storm,5,939,12051,20,2603.549904575678,7374.461089748403,2072.9890056759195,5549.79784408092,5000.0,10000.0,8000.0,5000.0
Earthquake,3,4662,24423,26,2632.779923023413,12362.706656324626,9427.513420651961,11937.93006381824,5000.0,10000.0,8000.0,5000.0
Storm,2,2179,18656,5,5432.324334598087,10499.47261587838,2724.203049523534,10052.605891059076,5000.0,10000.0,8000.0,5000.0
Earthquake,4,1946,36675,16,9341.407769406025,25526.59945935498,1806.9927712389908,18256.369208121574,5000.0,10000.0,8000.0,5000.0
Earthquake,2,1387,4957,17,998.7823273711124,3150.0617905536556,808.1558820752325,2347.1579473782563,3620.4542843788304,10000.0,8000.0,1858.3561401493803
Flood,3,1144,26862,4,4844.716428635292,18770.351084524737,3246.932486839971,14452.60151408445,3971.4318425700767,10000.0,8000.0,5000.0
Flood,4,666,35528,4,9997.172822456796,18704.5851764709,6826.2420010723035,18094.46191688113,5000.0,10000.0,8000.0,5000.0
Storm,3,1520,16959,5,4389.703725235074,9414.848437994953,3154.447836769974,9119.007916348746,4779.546371920381,10000.0,8000.0,5000.0
Drought,4,4969,12969,23,2270.430715161863,7225.7653863230025,3472.8038985151343,6099.610026829547,5000.0,10000.0,8000.0,4509.290745040598
Storm,1,3812,28853,28,7660.580691906632,18838.284091834514,2354.1352162588555,14638.653083634767,5000.0,10000.0,8000.0,5000.0
Flood,1,4986,15172,8,1706.7213220777105,10266.785476804902,3198.493201117388,7507.589670806487,2736.451827780614,10000.0,8000.0,3121.4088154065143
Drought,5,4788,36774,22,7555.043114840562,23039.23541997667,6179.721465182767,18918.27499708489,5000.0,10000.0,8000.0,5000.0
Storm,3,4124,10603,26,2817.151996411798,5926.269891891737,1859.5781116964645,4786.528488910384,5000.0,10000.0,8000.0,2574.992478875238
Drought,5,2245,7395,9,1872.585464604672,4948.617809283366,573.796726111962,3781.510242478601,3093.3196164705964,5151.392114853639,8000.0,2383.1342143454476
Storm,3,3436,24422,14,6389.9440597690445,16839.887394020858,1192.1685462100977,11166.511295874938,5000.0,10000.0,8000.0,5000.0
Earthquake,2,4555,46192,24,7347.211700212519,25242.859330120995,13601.928969666486,22084.41598135913,5000.0,10000.0,8000.0,5000.0
Flood,5,3888,2468,17,562.9389744179965,1717.2250784502855,187.83594713171806,1259.5420961035059,1859.563957328443,3287.613563137964,8000.0,1151.563183028501
Earthquake,2,1599,25335,18,3759.3678241587886,16285.097988910891,5290.534186930319,13484.641901572364,5000.0,10000.0,8000.0,5000.0
Earthquake,2,1045,28378,14,7843.634758472116,18864.434928178172,1669.9303133497124,14818.201422300814,5000.0,10000.0,8000.0,5000.0
Flood,2,1819,3267,22,788.6384369035649,1674.4613987677271,803.9001643287079,1744.361885452706,3125.659243432528,10000.0,8000.0,963.3763737496936
Earthquake,1,2634,5838,19,1243.475736021626,3930.781423490234,663.7428404881402,2960.9221897138564,5000.0,10000.0,8000.0,1828.4271465870354
Drought,4,3502,43508,26,4718.805885036083,26667.176150157782,12122.017964806135,23625.587836429502,5000.0,10000.0,8000.0,5000.0
Earthquake,5,938,24527,11,7116.620440505306,15709.742176228841,1700.6373832658537,11768.182652129963,5000.0,10000.0,8000.0,5000.0
Flood,4,1033,22156,3,4243.758490381863,12003.601126611682,5908.6403830064555,10787.10760776804,2479.9573622003677,10000.0,8000.0,5000.0
Flood,4,2088,15333,16,2671.504207901956,10333.715757612134,2327.7800344859097,8019.920070258114,5000.0,10000.0,8000.0,3231.9143107716536
Flood,4,949,19704,28,4781.00568564014,10637.067555302483,4285.926759057376,10620.879641194319,5000.0,10000.0,8000.0,4599.970989473529
Storm,5,2110,44717,14,6635.009041178149,30506.551836329818,7575.439122492033,23871.12120828053,5000.0,10000.0,8000.0,5000.0
Storm,1,3861,36121,20,3683.7916685917103,21413.216250924,11023.992080484288,19734.705608010056,5000.0,10000.0,8000.0,5000.0
Earthquake,1,2161,11967,26,3248.1538885600257,7360.555622142273,1358.2904892977022,5476.559863671276,5000.0,10000.0,8000.0,3956.915926207712
Drought,5,4770,41092,23,8366.006800953059,23406.78882289426,9319.20437615268,20018.951110629092,5000.0,10000.0,8000.0,5000.0
Earthquake,3,4562,4526,8,1161.551203717916,2969.3964670564515,395.052329225633,2243.9888805250166,1820.5708620313687,3035.8448731999706,8000.0,1215.0979765517445
Storm,2,3286,33970,28,6616.063974135649,17377.99518954401,9975.94083632034,18540.11195395693,5000.0,10000.0,8000.0,5000.0
Earthquake,4,287,16716,17,2425.0946552002197,9012.70916687769,5278.196177922091,7757.566209368997,5000.0,10000.0,8000.0,4080.188596042954
Flood,4,3493,8782,1,1484.4955949992313,6002.472134877027,1295.032270123742,4207.0210568806415,295.1170276511327,1396.081342689866,2190.8993378942378,1920.280619653526
Flood,2,2062,6039,9,1144.5999632107032,3181.6771649197685,1712.7228718695278,3296.0464157061842,2072.5014005965845,10000.0,8000.0,2439.068156816195
Flood,2,2359,2032,3,270.5607105189113,1197.0681219847045,564.3711674963843,956.9064865708909,147.72546706083705,1809.4810797555535,1573.4966055903149,889.8998959884124
Earthquake,4,3573,42665,9,5946.8670361011045,29451.050571817515,7267.082392081378,23443.646517705733,5000.0,10000.0,8000.0,5000.0
Flood,2,879,30973,6,4274.940847350279,20396.30970736002,6301.749445289701,16749.884933973615,5000.0,10000.0,8000.0,5000.0
Earthquake,5,2419,8299,4,1240.4354561965145,5212.793081654443,1845.7714621490422,4287.761737560789,925.4044934109679,7479.19193846045,8000.0,2901.9005359951348
Flood,5,3629,18120,28,5168.527303996778,9888.724649283478,3062.748046719744,9303.467004235497,5000.0,10000.0,8000.0,5000.0
Earthquake,5,2946,37312,3,10407.38241264334,18659.304212197017,8245.313375159643,20153.64061019039,5000.0,10000.0,8000.0,5000.0
Flood,5,4432,20308,3,3624.808169189656,13217.522615746266,3465.6692150640774,11003.740398400896,2371.0284598826797,10000.0,8000.0,5000.0
Drought,5,2013,17176,27,3145.282503220879,11498.547632958132,2532.169863820989,9278.881246586741,5000.0,10000.0,8000.0,5000.0
Flood,1,1923,25892,17,3356.5245835459496,16464.98134267023,6070.494073783819,12233.685749379762,5000.0,10000.0,8000.0,5000.0
Drought,2,3964,43510,13,7423.244507705831,29535.408620644346,6551.346871649825,23697.53228871742,5000.0,10000.0,8000.0,5000.0
Earthquake,2,2685,36048,29,5445.476317962745,20155.84032197035,10446.683360066905,18362.139182822502,5000.0,10000.0,8000.0,5000.0
Earthquake,5,1400,48507,27,12959.381657031081,27476.218088667727,8071.400254301188,25192.68311138814,5000.0,10000.0,8000.0,5000.0
Earthquake,5,288,43984,5,7845.197040212292,26801.21513923378,9337.587820553927,22132.844152844333,5000.0,10000.0,8000.0,5000.0
Drought,5,3398,38502,19,4249.858025999714,20722.690510603017,13529.451463397269,18519.787489527276,5000.0,10000.0,8000.0,5000.0
Storm,2,3623,35617,5,8637.986804193946,23626.746851706248,3352.2663440998076,16674.50446895869,5000.0,10000.0,8000.0,5000.0
Drought,5,319,2808,8,652.025605185295,1448.0607864436968,707.9136083710082,1416.4947461163656,1086.9153810525493,5286.496425187633,5983.989667126994,1053.3701903050876
Earthquake,2,2783,27228,17,5998.621805115122,15228.946657908615,6000.431536976263,14197.83411393318,5000.0,10000.0,8000.0,5000.0
Drought,1,2546,29666,24,3910.1271521917183,15902.137448393127,9853.735399415156,13641.123927828126,5000.0,10000.0,8000.0,5000.0
Flood,1,3499,13150,9,1828.4827857755738,7483.249334404054,3838.2678798203724,6358.827747364843,3606.260223737739,10000.0,8000.0,5000.0
Earthquake,5,2240,37155,1,6033.853255045616,22162.960622768966,8958.18612218542,18602.292227295395,1179.5549006751282,9686.616029247345,8000.0,5000.0
Earthquake,2,1834,4869,29,581.8594503091059,2978.8353414863595,1308.3052082045347,2435.0296888996636,3513.956336224807,10000.0,8000.0,1601.3107947815574
Flood,3,3417,489,8,66.43119884458186,322.74034051648806,99.8284606389301,247.07737600263687,104.09085801646232,739.8031702739985,1060.5145580714322,120.87197963996424
Drought,4,3232,26213,24,6901.415181257671,15735.74495835365,3575.839860388678,11981.678087883827,5000.0,10000.0,8000.0,5000.0
Earthquake,2,4605,37427,8,4130.71169073082,22821.92665157004,10474.36165769914,17918.673014991775,5000.0,10000.0,8000.0,5000.0
Flood,4,897,31902,1,5013.452414231302,18712.225798595133,8176.321787173565,16542.603076254512,969.0915595089654,7451.222115094989,8000.0,5000.0
Flood,4,3775,16050,23,2243.7647660597922,9367.851703768318,4438.38353017189,8427.758376373127,5000.0,10000.0,8000.0,5000.0
Flood,2,211,10661,6,2234.0865253641136,7417.833196513042,1009.0802781228449,5389.663671639258,2514.5887619559635,6153.997040751707,8000.0,3794.370144015429
Earthquake,3,2444,45933,2,9030.792485594498,25433.41220349068,11468.795310914822,21990.24766537254,3725.5675126455917,10000.0,8000.0,5000.0
Flood,4,2610,46105,20,10134.290138113667,28803.165384614545,7167.544477271789,23737.181473157216,5000.0,10000.0,8000.0,5000.0
Storm,1,4586,29331,6,4768.677355936103,16255.804843830763,8306.517800233134,14951.970839995298,5000.0,10000.0,8000.0,5000.0
Earthquake,3,4767,3094,16,313.53490156374176,2024.899868184314,755.5652302519443,1585.7383556927189,977.938895879671,10000.0,8000.0,976.7264626418946
Earthquake,1,92,2020,10,363.2102683275436,1349.2798490924283,307.50988258002803,947.0852023613487,751.4763061605163,3368.4675308990336,4358.384858685539,409.04188498967835
Storm,2,3500,7774,21,2199.340262551739,4561.815808367578,1012.8439290806828,3699.42243061164,5000.0,10000.0,8000.0,2929.524594276211
Flood,3,2434,25740,10,6182.066589414651,13920.318979222202,5637.614431363145,13266.38079368265,5000.0,10000.0,8000.0,5000.0
Flood,1,4174,5139,2,578.1645267644968,3041.199062958212,1519.6364102772914,2689.1017326926103,236.20249047476,3144.3536533173956,2463.835238745026,2494.713227879553
Storm,2,1583,4470,4,1280.8431942706886,2721.5630457056454,467.5937600236657,2101.026061986829,1048.6075937077999,1961.2309367861474,4402.00038158837,1593.2631414077862
Earthquake,2,2566,29161,11,6055.759559455972,16148.50746657983,6956.732973964201,14196.883895368737,5000.0,10000.0,8000.0,5000.0
Flood,2,4468,5407,6,1003.108082266789,3182.0687197206657,1221.8231980125456,2784.2385808987196,1308.762486927793,6691.69059619548,8000.0,1555.6746433996184
Earthquake,2,4361,41194,29,7987.727035790975,20830.2509275487,12376.022036660324,19402.49490239737,5000.0,10000.0,8000.0,5000.0
Storm,5,934,49896,17,6842.205597550484,31576.37808668191,11477.416315767608,26852.48347685437,5000.0,10000.0,8000.0,5000.0
Drought,4,3525,35198,24,7415.375170499717,19393.269079461206,8389.355750039078,18452.660025431716,5000.0,10000.0,8000.0,5000.0
Earthquake,5,1581,38989,17,7841.734001553749,26833.17187197508,4314.094126471173,20961.731837878557,5000.0,10000.0,8000.0,5000.0
Storm,1,2687,26984,10,7471.203348973571,15352.716367848061,4160.080283178366,13389.038449872758,5000.0,10000.0,8000.0,5000.0
Earthquake,5,3639,32215,15,6374.552460718029,18875.468159108816,6964.979380173158,16882.677138663214,5000.0,10000.0,8000.0,5000.0
Storm,1,730,4833,11,1191.2512417279254,3268.7149554228,373.03380284927516,2233.568722512717,2691.3239716508397,4170.785148568811,8000.0,1273.8255897051142
Earthquake,3,3992,3553,28,761.7008120562368,2477.3268850886657,313.9723028550975,1746.2056393215425,4482.098088356545,9444.356935848944,8000.0,1149.606626811009
Storm,1,1958,25621,2,4673.055670573745,17271.254280557576,3676.6900488686806,13147.208418053604,1881.3737331800512,6787.75022100042,8000.0,5000.0
Flood,2,4176,15910,7,4050.6437471943773,10982.488535405117,876.8677174005061,8394.89448051777,5000.0,6576.711720071586,8000.0,5000.0
Flood,5,2473,47997,28,13262.1802293583,31018.69979923982,3716.1199714018803,24945.3628288328,5000.0,10000.0,8000.0,5000.0
Drought,3,3826,29994,14,6062.158098301537,19919.60782755031,4012.234074148153,14710.76322801821,5000.0,10000.0,8000.0,5000.0
Storm,3,393,41253,8,11363.967648617796,23839.324389539106,6049.707961843102,20798.77650589298,5000.0,10000.0,8000.0,5000.0
Storm,5,2614,24665,15,3608.728434615586,16982.079120426173,4074.1924449582402,11204.908829701293,5000.0,10000.0,8000.0,5000.0
Earthquake,4,2900,27869,11,7966.567696528267,16048.232872936385,3854.1994305353473,14857.988660470008,5000.0,10000.0,8000.0,5000.0
Drought,1,1965,21739,9,4711.769936738424,14269.305588687374,2757.9244745742035,11416.772786769317,5000.0,10000.0,8000.0,5000.0
Drought,4,3622,35486,7,8250.38106823398,20205.463388668108,7030.155543097913,17355.333733556952,5000.0,10000.0,8000.0,5000.0
Storm,4,499,44616,21,10104.554265247067,23704.27303224333,10807.172702509604,22191.646915670004,5000.0,10000.0,8000.0,5000.0
Drought,5,964,10725,12,2626.2187515768624,6962.140998118291,1136.6402503048466,5424.627184924127,5000.0,10000.0,8000.0,3595.3726934043757
Storm,1,393,47265,6,9767.325477385355,29651.80851122002,7845.866011394624,24805.772477290207,5000.0,10000.0,8000.0,5000.0
Storm,5,932,27626,22,3111.4627464824225,18104.92277892161,6409.614474595968,14701.58457960019,5000.0,10000.0,8000.0,5000.0
Drought,4,170,15999,8,1699.5708671202929,8830.092722390302,5469.336410489406,7253.428878558755,2925.5383769411346,10000.0,8000.0,3386.889045377228
Storm,1,2113,465,27,94.32069672086854,300.96928607515514,69.71001720397635,229.5435113409261,526.3202084349201,1729.4614772082248,3252.5426737453586,206.37354997508214
Flood,3,3357,9967,11,2857.680597764476,6580.90708700125,528.4123152342745,5157.183787827878,5000.0,5772.807663283356,8000.0,2902.480917646764
Flood,1,2860,46167,11,7944.665065728198,30320.068767478086,7902.266166793714,23389.036397178785,5000.0,10000.0,8000.0,5000.0
Storm,2,3514,17475,4,1883.5883683233913,11663.233099268129,3928.1785324084794,8946.372034563441,1525.976413892011,10000.0,8000.0,5000.0
Flood,4,1606,5760,19,1085.5224638797079,3694.9213440379326,979.5561920823593,2816.1967516944705,3901.30841299569,10000.0,8000.0,2757.5530905867195
Earthquake,4,3272,5096,19,961.1661020871652,3051.63530591413,1083.1985919987046,2731.988684626888,3624.064143734382,10000.0,8000.0,2470.338019734947
Flood,2,3236,46746,22,8162.997984154549,32177.066721663257,6405.935294182193,21818.027182894057,5000.0,10000.0,8000.0,5000.0
Storm,3,4938,7082,4,1294.3452218803752,3830.181514405899,1957.4732637137258,3216.886801826602,1051.9870847839286,7756.152798080467,7011.197572513512,1545.1611869310973
Storm,1,384,7326,11,1397.1839506869367,4329.4791031947625,1599.336946118301,3799.044217753188,3325.987641730377,10000.0,8000.0,3402.814853323863
Storm,5,954,19273,2,5478.571936576135,11884.4672741665,1909.9607892573658,9815.430879893282,2127.844320101776,3477.648470157787,8000.0,5000.0
Storm,1,4745,29399,23,8131.262538166782,18574.5552024955,2693.1822593377183,13850.550461347271,5000.0,10000.0,8000.0,5000.0
Drought,1,4284,42888,10,10217.738416193988,26616.63208742504,6053.6294963809705,21954.331022679307,5000.0,10000.0,8000.0,5000.0
Flood,4,3866,36003,10,10354.2124454629,18614.296162154125,7034.491392382974,17589.617012325754,5000.0,10000.0,8000.0,5000.0
Storm,2,4669,45938,5,9462.137074376942,32021.577489522664,4454.285436100392,21434.771053450575,5000.0,10000.0,8000.0,5000.0
Drought,5,871,42143,10,6375.9245560859135,24066.34803198701,11700.727411927077,21804.763791388556,5000.0,10000.0,8000.0,5000.0
Drought,2,4136,24026,11,5109.889873017815,15875.443259751193,3040.6668672309897,11141.21295763578,5000.0,10000.0,8000.0,5000.0
Drought,4,3226,19620,23,5824.136174995919,11362.758049063563,2433.1057759405194,10232.195824278835,5000.0,10000.0,8000.0,5000.0
Storm,3,2163,9586,15,1990.0971307236748,6403.655207983634,1192.2476612926912,5262.187854143104,5000.0,10000.0,8000.0,3324.5950590738676
Drought,1,456,36783,12,8732.572215175076,23232.75034296589,4817.677441859036,16982.754227544985,5000.0,10000.0,8000.0,5000.0
Drought,5,2934,2132,5,430.72726942657624,1379.9326550410665,321.34007553235733,1068.7496522366102,462.56715316013936,1575.4583565692762,2923.156060997907,1022.7136361631901
Flood,3,3272,1545,24,211.748539813447,858.6007065025461,474.65075368400676,729.0406641499936,951.9206995876474,10000.0,8000.0,738.7218728941723
Drought,1,2063,25905,3,7454.914787973845,17584.237347348302,865.8478646778531,12531.492783660824,4678.224814906983,2635.5836819690016,8000.0,5000.0
Earthquake,1,2344,29537,21,8117.19159362305,16243.394371417635,5176.414034959314,14069.20368741025,5000.0,10000.0,8000.0,5000.0
Flood,1,1983,19463,1,4104.114052617227,10508.094388894993,4850.791558487781,9330.463135309188,777.6614368265678,5285.910416671731,5080.125289810362,5000.0
Earthquake,2,1144,11038,13,2137.1092441276187,6548.402584005943,2352.4881718664383,5806.6233941421415,5000.0,10000.0,8000.0,4184.210060676197
Earthquake,5,507,34624,14,9193.03937638732,18494.12127426626,6936.839349346417,15686.277467476144,5000.0,10000.0,8000.0,5000.0
Flood,4,2771,36303,21,3995.094397120744,18404.97881921578,13902.926783663475,18337.22600974501,5000.0,10000.0,8000.0,5000.0
Storm,1,3881,34674,12,8492.344199630938,18110.875136103517,8070.780664265545,17712.58703432695,5000.0,10000.0,8000.0,5000.0
Storm,3,4244,48066,17,6832.884228936489,29382.324797841276,11850.790973222232,25746.52118971859,5000.0,10000.0,8000.0,5000.0
Flood,3,4927,38699,9,6058.724191163534,22589.24317355662,10051.032635279844,18546.559314950548,5000.0,10000.0,8000.0,5000.0
Earthquake,1,1039,11510,24,1881.9994099929688,7707.34745900598,1920.6531310010505,6269.682843798186,5000.0,10000.0,8000.0,3274.420193390746
Storm,5,317,3459,17,834.4810952557303,2160.2766244290697,464.2422803151999,1899.028649861447,2730.4872468203553,7639.526554009871,8000.0,1151.2916262914364
Flood,2,4315,32651,1,9374.000970237252,17538.37410680826,5738.624922954488,15909.228912415221,2035.5195262531722,5235.701545251165,7306.091489006399,5000.0
Drought,5,546,40546,2,5590.429104311795,20313.761320423415,14641.80957526479,18489.36690551933,2417.1970446826654,10000.0,8000.0,5000.0
Drought,5,1987,19838,16,5095.2164174116315,11753.583233518195,2989.2003490701754,10643.012816027538,5000.0,10000.0,8000.0,5000.0
Drought,4,4192,2330,16,359.5810624738562,1253.8241822126936,716.5947553134502,1091.5193625619372,1114.323329870648,10000.0,8000.0,549.8038743374258
Storm,5,3562,46039,6,10885.029881027223,31765.986165276216,3387.983953696559,21348.696156048787,5000.0,10000.0,8000.0,5000.0
Storm,1,4980,40147,12,9900.251060933331,25362.155483353363,4884.593455713308,21806.063514478272,5000.0,10000.0,8000.0,5000.0
Storm,2,4450,7447,17,867.9240786154952,4101.714917503154,2477.3610038813513,3932.007307050283,2714.1212320933355,10000.0,8000.0,1695.3124360232612
Storm,5,3278,17068,27,3737.3710146677186,11056.195289061321,2274.4336962709604,7735.974473713339,5000.0,10000.0,8000.0,4296.991259516152
Earthquake,5,741,4061,9,431.910484995019,2665.6816347960244,963.4078802089566,1924.942727712001,722.1333021661789,8004.24544072639,7843.2272883349115,1450.085414945296
Storm,5,2168,18916,1,2413.2475510276586,12063.726444397556,4439.0260045747855,10210.371730409797,506.3166628760486,4062.9871103053456,5509.398330421495,5000.0
Storm,1,4634,8948,6,1729.9940091347373,5336.823604226949,1881.1823866383138,4779.045114068522,1960.2515185312293,10000.0,8000.0,4000.5352206945445
Earthquake,5,1786,2562,21,360.8560392665946,1289.5859304218968,911.5580303115084,1326.9108225377395,1387.2451279440968,10000.0,8000.0,1232.6619350652638
Storm,4,4495,41769,27,9660.414545723786,28997.300449973183,3111.285004303034,21144.256444935414,5000.0,10000.0,8000.0,5000.0
Earthquake,3,1013,27142,17,6233.083745348975,14827.566552654065,6081.349701996958,14063.22834853967,5000.0,10000.0,8000.0,5000.0
Earthquake,3,1083,38052,3,6506.11333040607,22170.408124957627,9375.478544636302,19695.041394606025,4027.148687187297,10000.0,8000.0,5000.0
Earthquake,4,4534,48061,28,9787.874263250067,30856.265156987196,7416.860579762739,22087.533410007047,5000.0,10000.0,8000.0,5000.0
Storm,4,2428,37066,10,6053.5209685548125,20650.948230572645,10361.53080087254,17018.387257075596,5000.0,10000.0,8000.0,5000.0
Storm,3,2720,10689,6,3085.2191365266353,5851.467439367151,1752.3134241062144,4925.0788020898135,3900.799168707816,10000.0,8000.0,2937.881525618648
Storm,1,1774,9517,20,1361.320206724159,6441.781593377481,1713.89819989836,4815.036143664725,5000.0,10000.0,8000.0,2829.439715550154
Flood,1,988,49128,22,12973.985765137028,28892.89925683773,7261.114978025245,22758.07738518538,5000.0,10000.0,8000.0,5000.0
Flood,4,2133,25274,14,6005.332681898307,13245.535133263087,6023.132184838607,13745.34017474999,5000.0,10000.0,8000.0,5000.0
Drought,1,2981,34885,13,7433.435113999219,20528.094133276965,6923.470752723817,18479.320826691015,5000.0,10000.0,8000.0,5000.0
Flood,3,125,26771,2,3088.342400973146,14643.706360776245,9038.951238250607,14269.347196583729,1346.0852988259403,10000.0,8000.0,5000.0
Storm,4,4915,25653,22,3661.6996851407266,14981.372902482055,7009.927412377219,11568.699760295405,5000.0,10000.0,8000.0,5000.0
Earthquake,2,85,32543,13,6939.56705152748,16312.227375922883,9291.20557254964,14845.744638978771,5000.0,10000.0,8000.0,5000.0
Earthquake,4,2069,16624,11,4341.021148072039,9057.814344476204,3225.1645074517564,7856.63384764796,5000.0,10000.0,8000.0,5000.0
Flood,4,935,28410,16,4727.414307858981,17971.00843005964,5711.5772620813805,15257.970857294598,5000.0,10000.0,8000.0,5000.0
Drought,3,4566,21197,21,5534.249816834363,13821.1262457524,1841.6239374132347,9864.871627979393,5000.0,10000.0,8000.0,5000.0
Drought,2,959,20423,13,3420.9851101490467,13490.826048263207,3511.1888415877474,9693.817603284453,5000.0,10000.0,8000.0,5000.0
Flood,3,3416,41207,9,8617.060498537136,21473.72216701188,11116.217334450983,18729.795637936408,5000.0,10000.0,8000.0,5000.0
Drought,2,4723,46786,7,5776.013798998324,24974.944873216115,16035.041327785562,22699.65490299148,5000.0,10000.0,8000.0,5000.0
Drought,2,4292,1261,2,282.1543178297415,798.3051055632477,180.54057660701073,630.5896477480043,116.13158469216404,326.67246593682836,621.7138290550438,357.72227417859625
Earthquake,5,2061,46589,15,12284.40512201075,23668.505861185626,10636.089016803628,25111.06742913694,5000.0,10000.0,8000.0,5000.0
Storm,2,1141,10870,26,1712.7452437033912,5637.772125295741,3519.4826310008684,5939.175775874901,5000.0,10000.0,8000.0,5000.0
Flood,2,2087,14007,6,1802.4077895485143,7055.0069386234845,5149.585271828,6953.16821184889,2354.54811909145,10000.0,8000.0,5000.0
Earthquake,5,1279,32563,13,7202.91584904928,21813.604665185725,3546.479485764994,14799.873148988914,5000.0,10000.0,8000.0,5000.0
Drought,1,4693,45356,10,5275.79830890789,25023.736041501856,15056.465649590253,20536.526623468068,5000.0,10000.0,8000.0,5000.0
